번호,생태통로명,주소,차선_수,관리기관,생태통로유형,설치기관,위도,경도
1231,현암,경기도 여주군 현암동,왕복4차선,서울지방국토관리청,육교형,서울지방국토관리청,37.32234444444445,127.63104722222222
1232,진촌,경기도 안성시 삼죽면 진촌리,왕복4차선,수원국토관리사무소,터널형,서울지방국토관리청,37.065174999999996,127.37352777777777
1233,매룡,경기도 여주시 매룡동,왕복4차선,서울지방국토관리청,육교형,서울지방국토관리청,37.28096388888889,127.65763055555556
1234,송라,경기도 화성시 매송면 송라리,왕복4차선,수원국토관리사무소,터널형,서울지방국토관리청,37.2713,126.90664444444445
1235,숙곡,경기도 화성시 매송면 숙곡리,왕복4차선,수원국토관리사무소,터널형,서울지방국토관리청,37.26201944444445,126.90283333333333
1236,,경기도 가평군 북면 도대리,왕복2차선,경기도 도로사업소,터널형,국토교통부,37.991480555555555,127.44118611111111
1237,,경기도 가평군 북면 도대리,왕복2차선,경기도 도로사업소,터널형,국토교통부,37.94188888888888,127.48855555555555
1238,,경기도 가평군 북면 적목리,왕복2차선,경기도 도로사업소,터널형,국토교통부,38.01410833333333,127.44198611111112
1239,,경기도 가평군 북면 적목리,왕복2차선,경기도 도로사업소,터널형,국토교통부,38.0175,127.44255555555556
1240,,경기도 가평군 북면 적목리,왕복2차선,경기도 도로사업소,터널형,국토교통부,38.02122222222222,127.44266666666667
1241,,경기도 가평군 북면 적목리 ,왕복2차선,경기도 도로사업소,터널형,국토교통부,38.02491666666666,127.44316666666667
1242,,경기도 가평군 북면 적목리,왕복2차선,경기도 도로사업소,터널형,국토교통부,38.03322222222222,127.44402777777778
1243,,경기도 가평군 북면 적목리,왕복2차선,경기도 도로사업소,터널형,국토교통부,38.03641666666667,127.44458333333334
1244,,경기도 가평군 북면 적목2리,왕복2차선,경기도 도로사업소,터널형,국토교통부,38.03894444444444,127.44694444444445
1245,적목리1호,경기도 가평군 북면 적목리,왕복2차선,경기도 도로사업소,터널형,국토교통부,38.04011111111111,127.44944444444445
1246,,경기도 양주시 장흥면 울대리,왕복4차선,경기도 도로사업소,터널형,의정부국토관리사무소,37.725,126.99075
1247,갈운생태통로,경기도 양평군 청운면 갈운리,왕복2차선,경기도 양평군,터널형,서울지방국토관리청,37.53229722222222,127.8013111111111
1248,없음,경기도 화성시 팔탄면 가재리,왕복4차선,경기도,양서 파충류 통로,서울지방국토관리청,37.15258055555555,126.91713055555556
1249,도라산 생태통로,경기도 파주시 장단면 도라산리 501,왕복4차선,의정부국토관리사무소,육교형,서울지방국토관리청,37.90138888888889,126.69916666666667
1250,덕현 생태통로,경기도 가평군 상면 덕현리 731,왕복4차선,의정부국토관리사무소,육교형,서울지방국토관리청,37.75611111111111,127.41111111111111
1251,신복1 생태통로,경기도 양평군 옥천면 신복리 산134-1,왕복2차선,의정부국토관리사무소,터널형,서울지방국토관리청,37.56047777777778,127.46872777777779
1252,신복2 생태통로,경기도 양평군 옥천면 신복리,왕복2차선,의정부국토관리사무소,터널형,서울지방국토관리청,37.55993333333333,127.4677638888889
1253,상천1 생태통로,경기도 가평군 청평면 상천리 134-4,왕복4차선,의정부국토관리사무소,터널형,서울지방국토관리청,37.78794444444444,127.46513888888889
1254,상천2 생태통로,경기도 가평군 청평면 상천리 산93-2,왕복4차선,의정부국토관리사무소,터널형,서울지방국토관리청,37.77011111111111,127.45580555555556
1255,도평1 생태통로,경기도 포천시 이동면 도평리 503-7(도평교),왕복2차선,의정부국토관리사무소,육교형,서울지방국토관리청,38.09236111111111,127.394
1256,도평2 생태통로,경기도 포천시 이동면 도평리 산371-1(약사교 하부),왕복2차선,의정부국토관리사무소,육교형,서울지방국토관리청,38.072861111111116,127.39202777777778
1257,,충청남도 공주시 신풍면 청흥리,왕복2차선,충청남도 종합건설사업소 공주지소,육교형,논산국토관리사무소,36.469972222222225,126.94419444444445
1258,,충청남도 청양군 목면 송암리,왕복4차선,논산국토관리사무소,터널형,논산국토관리사무소,36.43222114322331,127.01250134110838
1259,죽령,충청북도 단양군 대강면 용부원리,왕복3차선,충주국토관리사무소,육교형,충주국토관리사무소,36.90571944444444,128.4315
1260,신당리,충청북도 충주시 살미면 신당리,왕복2차선,충주국토관리사무소,양서 파충류 통로,충주국토관리사무소,36.92063888888889,128.05644444444445
1261,사담리,충청북도 괴산군 청천면 사담리,왕복2차선,충주국토관리사무소,양서 파충류 통로,충주국토관리사무소,36.613083333333336,127.81447222222222
1262,장회리,충청북도 단양군 단성면 장회리,왕복3차선,충주국토관리사무소,터널형,충주국토관리사무소,36.93055555555555,128.23838888888886
1263,용부원리,충청북도 단양군 대강면 용부원리,왕복3차선,충주국토관리사무소,터널형,충주국토관리사무소,36.90902777777777,128.41738888888887
1264,용부원리2,충청북도 단양군 대강면 용부원리,왕복3차선,충주국토관리사무소,터널형,충주국토관리사무소,36.910944444444446,128.41022222222222
1265,용부원리3,충청북도 단양군 대강면 용부원리,왕복3차선,충주국토관리사무소,터널형,충주국토관리사무소,36.90925,128.41358333333335
1266,지오생태통로,충청북도 옥천군 군북면 지오리,왕복4차선,보은국토관리사무소,터널형,대전지방국토관리청,36.324111111111115,127.57322222222221
1267,증약생태통로,충청북도 옥천군 군북면 증약리,왕복4차선,보은국토관리사무소,터널형,보은국토관리사무소,36.33730555555556,127.50808333333333
1268,화성생태통로,충청남도 천안시 동남구 성남면 화성리15-8(병천3.35㎞),왕복4차선,예산국토관리사무소,육교형,대전지방국토관리청,36.75336111111111,127.27933333333333
1269,장산1생태통로,충청남도 천안시 동남구 수신면 장산리 801-3(병천3.15㎞),왕복4차선,예산국토관리사무소,육교형,대전지방국토관리청,36.75369444444444,127.28183333333334
1270,장산2생태통로,충청남도 천안시 동남구 수신면 장산리 801-2(병천2.95㎞),왕복4차선,예산국토관리사무소,육교형,대전지방국토관리청,36.754666666666665,127.28399999999999
1271,장산3생태통로,충청남도 천안시 동남구 수신면 장산리 801-2(병천2.85㎞),왕복4차선,예산국토관리사무소,육교형,대전지방국토관리청,36.754783333333336,127.28425
1272,풍전생태통로,충청남도 서산시 인지면 풍전리 359-1(서산4.1㎞),왕복4차선,예산국토관리사무소,육교형,예산국토관리사무소,36.76798333333333,126.42210277777778
1273,진장생태통로,충청남도 서산시 팔봉면 진장리 892-4(서산10.8㎞),왕복4차선,예산국토관리사무소,육교형,예산국토관리사무소,36.77905,126.36131944444443
1274,,충청남도 서산시 지곡면 무장리,왕복4차선,충청남도 종합건설사업소 홍성지소,터널형,충청남도 종합건설사업소,36.86575,126.44391666666667
1275,,충청남도 공주시 사곡면 고당리,왕복2차선,충청남도 종합건설사업소 공주지소,육교형,충청남도 종합건설사업소,36.527425352951816,127.03066518783343
1276,풍세동물이동통로,충청남도 천안시 동남구 풍세면 두남리,왕복4차선,충청남도 종합건설사업소 공주지소,육교형,충청남도 종합건설사업소,36.754447222222225,127.13520833333334
1277,가대리,충청북도 단양군 가곡면 가대리,왕복2차선,충청북도 도로관리사업소 충주지소,터널형,충주국토관리사무소,37.03408333333333,128.40661111111112
1278,가산리,충청북도 단양군 단성면 가산리,왕복2차선,충청북도 도로관리사업소 충주지소,터널형,충주국토관리사무소,36.89832154888323,128.30563201056466
1279,가산리2,충청북도 단양군 단성면 가산리,왕복2차선,충청북도 도로관리사업소 충주지소,터널형,충주국토관리사무소,36.89686615280913,128.30581036541392
1280,궁종리 생태통로_1,강원도 횡성군 둔내면 궁종리,왕복2차선,홍천국토관리사무소,터널형,원주지방국토관리청,37.49097777777778,128.15389166666668
1281,정금리 생태통로,강원도 횡성군 우천면 정금리,왕복2차선,홍천국토관리사무소,육교형,원주지방국토관리청,37.51321388888889,128.09442777777778
1282,궁종리 생태통로_2,강원도 횡성군 둔내면 궁종리,왕복2차선,홍천국토관리사무소,터널형,원주지방국토관리청,37.507525,128.14926666666665
1283,궁종리,강원도 횡성군 둔내면 궁종리,왕복2차선,홍천국토관리사무소,터널형,원주지방국토관리청,37.507802777777776,128.14954444444444
1286,원대리,강원도 인제군 기린면 원대리,왕복2차선,홍천국토관리사무소,터널형,원주지방국토관리청,38.011519054690126,128.23722852919045
1287,하추리,강원도 인제군 인제읍 하추리,왕복2차선,홍천국토관리사무소,터널형,원주지방국토관리청,38.010366199524334,128.26263714260793
1290,금대리 생태통로,강원도 원주시 판부면 금대리,왕복4차선,홍천국토관리사무소,육교형,원주지방국토관리청,37.27098611111111,128.00924722222223
1291,지내리 생태통로,강원도 춘천시 동면 지내리,왕복4차선,홍천국토관리사무소,육교형,원주지방국토관리청,37.90897797615957,127.77036584351086
1292,진고개 생태통로,강원도 평창군 대관령면 병내리,왕복3차선,강릉국토관리사무소,육교형,강릉국토관리사무소,37.752294444444445,128.61126944444445
1293,삽당령 생태통로,강원도 강릉시 왕산면 송현리,왕복2차선,강릉국토관리사무소,육교형,강릉국토관리사무소,37.576930555555556,128.85286666666667
1294,진부령 생태통로,강원도 고성군 간성읍 진부리,왕복2차선,강릉국토관리사무소,육교형,강릉국토관리사무소,38.278959944610456,128.35577496038408
1295,한계령 생태통로,강원도 인제군 북면 한계리,왕복2차선,강릉국토관리사무소,육교형,강릉국토관리사무소,38.11189654910003,128.36461078961878
1296,제진1 생태통로,강원도 고성군 현내면 제진리,왕복4차선,강릉국토관리사무소,육교형,원주지방국토관리청,38.55809444444444,128.39682499999998
1297,진부리 생태통로,강원도 고성군 간성읍 진부리,왕복3차선,강릉국토관리사무소,터널형,강릉국토관리사무소,38.266666666666666,128.35694444444445
1298,한계령 생태통로,강원도 인제군 북면 한계리,왕복2차선,강릉국토관리사무소,육교형,강릉국토관리사무소,38.10805555555556,128.37333333333333
1299,병내리 생태통로,강원도 평창군 대관령면 병내리,왕복3차선,강릉국토관리사무소,터널형,강릉국토관리사무소,37.756477777777775,128.61111111111111
1300,자운리 생태통로,강원도 홍천군 내면 자운리,왕복2차선,강릉국토관리사무소,터널형,강릉국토관리사무소,37.71841666666667,128.42293055555555
1301,화방재 생태통로,강원도 영월군 상동읍 천평리,왕복2차선,정선국토관리사무소,육교형,정선국토관리사무소,37.11721826785405,128.87844062169358
1302,백복령 생태통로,강원도 정선군 임계면 직원리,왕복2차선,정선국토관리사무소,육교형,정선국토관리사무소,37.52085853447088,128.90349830123841
1303,연정재 생태통로,강원도 영월군 한반도면 후탄리,왕복4차선,정선국토관리사무소,육교형,정선국토관리사무소,37.184916666666666,128.38022222222224
1304,무사리 생태이동통로,강원도 삼척시 미로면 무사리,왕복4차선,정선국토관리사무소,육교형,정선국토관리사무소,37.57730555555556,128.85294444444443
1305,너그니재 생태이동통로,강원도 정선군 여량면 남곡리,왕복2차선,정선국토관리사무소,터널형,정선국토관리사무소,37.486000000000004,128.78627777777777
1306,봉정리 생태이동통로,강원도 정선군 여량면 유천리,왕복2차선,정선국토관리사무소,터널형,정선국토관리사무소,37.468611111111116,128.74525
1307,남곡리 생태이동통로,강원도 정선군 여량면 남곡리,왕복2차선,정선국토관리사무소,터널형,정선국토관리사무소,37.48866944444445,128.78437222222223
1308,생곡리1호,강원도 홍천군 서석면 생곡리,왕복2차선,강원도 도로관리사업소,양서 파충류 통로,홍천국토관리사무소,37.73169444444444,128.2918611111111
1309,생곡리2호,강원도 홍천군 서석면 생곡리,왕복2차선,강원도 도로관리사업소,양서 파충류 통로,홍천국토관리사무소,37.74005555555556,128.2983888888889
1310,생곡리3호,강원도 홍천군 서석면 생곡리,왕복2차선,강원도 도로관리사업소,터널형,홍천국토관리사무소,37.74263888888889,128.30211111111112
1311,,강원도 양양군 현북면 어성전리,왕복2차선,강원도 로로관리사업소 강릉지소,육교형,강원도,37.95113888888889,128.66425
1312,갈천리 1호,강원도 양양군 서면 갈천리,왕복2차선,강원도 로로관리사업소 강릉지소,터널형,강원도,37.93622222222222,128.4933888888889
1313,갈천리 2호,강원도 양양군 서면 갈천리,왕복2차선,강원도 로로관리사업소 강릉지소,터널형,강원도,37.92461111111111,128.49922222222222
1314,갈천리 3호,강원도 양양군 서면 갈천리,왕복2차선,강원도 로로관리사업소 강릉지소,터널형,강원도,37.9085,128.50908333333334
1315,갈천리 4호,강원도 양양군 서면 갈천리,왕복2차선,강원도 로로관리사업소 강릉지소,터널형,강원도,37.93077777777778,128.4934722222222
1316,갈천리 5호,강원도 양양군 서면 갈천리,왕복2차선,강원도 로로관리사업소 강릉지소,터널형,강원도,37.90855555555555,128.50477777777778
1317,덕우리,강원도 정선군 정선읍,왕복2차선,강원도 도로관리사업소 태백지소,양서 파충류 통로,정선국토관리사무소,37.356611111111114,128.719
1318,실내1 생태이동통로,강원도 화천군 상서면 다목리,왕복2차선,강원도 도로관리사업소 북부지소,터널형,홍천국토관리사무소,38.163222222222224,127.52674999999999
1319,실내2 생태이동통로_1,강원도 화천군 상서면 다목리,왕복2차선,강원도 도로관리사업소 북부지소,터널형,홍천국토관리사무소,38.163666666666664,127.52674999999999
1320,실내2 생태이동통로_2,강원도 화천군 상서면 다목리,왕복2차선,강원도 도로관리사업소 북부지소,터널형,홍천국토관리사무소,38.163666666666664,127.52674999999999
1321,발산통로,경상남도 진주시 이반성면 발산리,왕복4차선,진주국토관리사무소,육교형,부산지방국토관리청,35.13658611111111,128.35295
1322,정양통로,경상남도 합천군 대양면 정양리,왕복4차선,진주국토관리사무소,육교형,부산지방국토관리청,35.552125,128.16803888888887
1323,상현1통로,경상남도 합천군 봉산면 상현리,왕복2차선,진주국토관리사무소,양서 파충류 통로,진주국토관리사무소,35.6325,128.0227777777778
1324,상현2통로,경상남도 합천군 봉산면 상현리,왕복2차선,진주국토관리사무소,양서 파충류 통로,진주국토관리사무소,35.62972222222222,128.03972222222222
1325,덕암통로,경상남도 합천군 야로면 덕암리,왕복2차선,진주국토관리사무소,양서 파충류 통로,진주국토관리사무소,35.67472222222222,128.17472222222221
1326,대구국토3(교리 생태통로),경상북도 구미시 선산읍 교리,왕복4차선,대구국토관리사무소,육교형,부산지방국토관리청,36.264744444444446,128.317025
1327,대구국토4(화양읍 생태통로),경상북도 청도군 화양읍 삼신리,왕복4차선,대구국토관리사무소,육교형,부산지방국토관리청,35.67395555555555,128.69663888888888
1328,금강송 생태통로,경상북도 울진군 서면 광회리,왕복2차선,경상북도 울진군,육교형,경상북도 울진군,36.932534304113176,129.16222222222265
1329,행곡 생태통로,경상북도 울진군 근남 행곡리,왕복2차선,포항국토관리사무소,터널형,포항국토관리사무소,36.97333888888889,129.34983333333335
1330,청서교,경상북도 포항시 남구 연일읍 우복리 산15-2,왕복4차선,포항국토관리사무소,육교형,부산지방국토관리청,35.97679166666667,129.33958333333334
1331,신현육교(병풍육교),경상북도 문경시 마성면 신현리 산43-1 일원,왕복4차선,영주국토관리사무소,육교형,부산지방국토관리청,36.65497222222222,128.1313888888889
1332,신암육교,경상북도 영주시 이산면 신암리 산46-1,왕복4차선,영주국토관리사무소,육교형,부산지방국토관리청,36.857244902192065,128.70083182308284
1333,지동육교1,경상북도 영주시 이산면 지동리 산163-2 일원,왕복4차선,영주국토관리사무소,육교형,부산지방국토관리청,36.86301915780622,128.71403138425345
1334,지동육교2,경상북도 영주시 이산면 지동리 산156-3,왕복4차선,영주국토관리사무소,육교형,부산지방국토관리청,36.86625,128.72394444444444
1335,유곡육교,경상북도 봉화군 봉화읍 유곡리 산38-3,왕복4차선,영주국토관리사무소,육교형,부산지방국토관리청,36.88259531568522,128.75173137797134
1336,수로암거,경상북도 영주시 풍기읍 수철리 산4-3 일원,왕복2차선,영주국토관리사무소,터널형,영주국토관리사무소,36.869166666666665,128.45027777777776
1337,수로암거,경상북도 봉화군 명호면 삼동리 790,왕복2차선,영주국토관리사무소,터널형,영주국토관리사무소,36.87777777777778,128.935
1338,원형수로,경상북도 봉화군 명호면 삼동리 1443-1 일원,왕복2차선,영주국토관리사무소,터널형,영주국토관리사무소,36.87083333333334,128.91055555555556
1339,원형수로,경상북도 봉화군 법전면 소천리 27-3,왕복2차선,영주국토관리사무소,터널형,영주국토관리사무소,36.89805555555556,128.945
1340,통로암거,경상북도 봉화군 법전면 어지리 97-5,왕복3차선(오르막차로1차로포함),영주국토관리사무소,육교형,영주국토관리사무소,36.91861111111111,128.9752777777778
1341,수로암거,경상북도 봉화군 석포면 대현리 440-1,왕복2차선,영주국토관리사무소,터널형,영주국토관리사무소,37.05222222222222,129.00416666666666
1342,원형수로,경상북도 봉화군 석포면 대현리 산47-2,왕복2차선,영주국토관리사무소,터널형,영주국토관리사무소,37.06222222222222,129.00861111111112
1343,수로암거,경상북도 봉화군 소천면 고선리 105-4,왕복2차선,영주국토관리사무소,터널형,부산지방국토관리청,36.97025555555556,129.00371388888888
1344,수로암거,경상북도 봉화군 소천면 고선리 297-5,왕복2차선,영주국토관리사무소,터널형,부산지방국토관리청,36.979886111111114,128.99283333333332
1345,수로암거,경상북도 봉화군 소천면 고선리 산61-22,왕복2차선,영주국토관리사무소,터널형,부산지방국토관리청,37.00108888888889,128.97792777777778
1346,옹천육교,경상북도 안동시 북후면 옹천리 산30-1,왕복4차선,영주국토관리사무소,육교형,부산지방국토관리청,36.694629951471896,128.70853928938553
1347,용성리 A,경상남도 밀양시 삼랑진읍 용성리 산58-6번지,왕복2차선,진영국토관리사무소,터널형,진영국토관리사무소,35.42896111111111,128.8067166666667
1348,용성리 B,경상남도 밀양시 삼랑진읍 용성리 산64-1번지,왕복2차선,진영국토관리사무소,터널형,진영국토관리사무소,35.426766666666666,128.80850555555557
1349,,경상북도 성주군 수륜면 신파리,왕복2차선,경상북도 종합건설사업소,터널형,경상북도,35.819361111111114,128.1771388888889
1350,,경상북도 성주군 수륜면 백운리,왕복2차선,경상북도 종합건설사업소,터널형,대구국토관리사무소,35.83325000000001,128.1452222222222
1351,,경상북도 영천시 신녕면 화서리,왕복4차선,경상북도 종합건설사업소,육교형,부산지방국토관리청,36.10411111111111,128.74994444444442
1352,,경상북도 영천시 신녕면 화서리,왕복4차선,경상북도 종합건설사업소,육교형,부산지방국토관리청,36.104267296517534,128.74994182586676
1353,,경상북도 영천시 신녕면 화서리,왕복4차선,경상북도 종합건설사업소,육교형,부산지방국토관리청,36.069834150761096,128.71198015848512
1354,,경상북도 영천시 화산면 덕암리,왕복4차선,경상북도 종합건설사업소,육교형,부산지방국토관리청,36.036249999999995,128.83997222222223
1355,,경상북도 예천군 풍양면 청운리,왕복4차선,경상북도 종합건설사업소 북부지소,육교형,경상북도,36.52005555555556,128.29930555555555
1356,,경상북도 영양군 수비면 계리,왕복2차선,경상북도 종합건설사업소 북부지소,터널형,부산지방국토관리청,36.76305555555555,129.1786111111111
1357,지막생태통로,경상남도 산청군 금서면 지막리,왕복2차선,경상남도,터널형,진주국토관리사무소,35.39191666666667,127.84741666666666
1358,무안광주선 37.48k,광주광역시 광산구 지죽동,왕복4차선,한국도로공사,육교형,한국도로공사,35.13901111111111,126.74818333333333
1359,평택제천선 35.10k(갈전육교),경기도 안성시 미양면 갈전리,왕복4차선,한국도로공사,육교형,한국도로공사,37.64389444444444,127.40847222222223
1360,평택제천선 34.90k,경기도 안성시 미양면 갈전리,왕복4차선,한국도로공사,터널형,한국도로공사,37.645805555555555,127.40650000000001
1361,중부내륙선 263.20k,경기도 여주군 가남면 안금리,왕복4차선,한국도로공사,터널형,한국도로공사,37.21416666666667,127.60500277777777
1362,동해선 48.20k(어단육교),강원도 강릉시 구정면 어단리,왕복4차선,한국도로공사,육교형,한국도로공사,37.69003055555555,128.91754444444445
1363,동해선 67.70k(석교육교),강원도 강릉시 사천면 석교리,왕복4차선,한국도로공사,육교형,한국도로공사,37.69003055555555,128.91754444444445
1364,영동선 226.94k,강원도 강릉시 성산면 보광리,왕복4차선,한국도로공사,터널형,한국도로공사,37.73438055555555,128.78226111111113
1365,영동선 228.80k,강원도 강릉시 성산면 보광리,왕복4차선,한국도로공사,터널형,한국도로공사,37.74768888888889,128.78999166666665
1366,중앙선 333.46k,강원도 횡성군 횡성읍 갈풍리,왕복4차선,한국도로공사,터널형,한국도로공사,37.487997222222226,127.94978888888889
1367,동해선 90.30k(잔교육교),강원도 양양군 현북면 하광정리,왕복4차선,한국도로공사,육교형,한국도로공사,38.00606111111111,128.71475555555554
1368,서울양양선 70.31k,강원도 홍천군 북방면 성동리,왕복4차선,한국도로공사,터널형,한국도로공사,37.75530833333333,127.88124722222221
1369,청주상주선 41.10k(갈평육교),충청북도 보은군 마로면 갈평리,왕복4차선,한국도로공사,육교형,한국도로공사,36.45505,127.84806111111111
1370,청주상주선 24.55k,충청북도 보은군 수한면 교암리,왕복4차선,한국도로공사,터널형,한국도로공사,36.47260833333333,127.66738055555555
1371,청주상주선  19.42k,충청북도 보은군 회인면 애곡리,왕복4차선,한국도로공사,터널형,한국도로공사,36.481830555555554,127.614025
1372,청주상주선 19.58k(애곡육교),충청북도 보은군 수한면 건천리,왕복4차선,한국도로공사,육교형,한국도로공사,36.481197,127.614724
1373,당진대전선 53.60k(영정육교),충청남도 공주시 신풍면 영정리,왕복4차선,한국도로공사,육교형,한국도로공사,36.516575,127.000094
1374,당진대전선 61.60k(상서육교),충청남도 공주시 우성면 상서리,왕복4차선,한국도로공사,육교형,한국도로공사,36.48645,127.079438
1375,당진대전선 68.10k,충청남도 공주시 의당면 청룡리,왕복4차선,한국도로공사,터널형,한국도로공사,36.494994444444444,127.14486388888889
1376,서해안선 243.45k(운산터널),충청남도 서산시 운산면 신창리,왕복4차선,한국도로공사,육교형,한국도로공사,36.762005,126.571022
1377,당진대전선 1.30k(사기소육교),충청남도 당진시 당진읍 사기소리,왕복4차선,한국도로공사,육교형,한국도로공사,36.842286111111115,126.62512777777778
1378,익산장수선 11.40k,전라북도 완주군 용진면 상삼리,왕복4차선,한국도로공사,양서 파충류 통로,한국도로공사,35.88146388888889,127.18562777777778
1379,중부선 143.42k,전라북도 장수군 계북면 원촌리,왕복4차선,한국도로공사,터널형,한국도로공사,35.77998611111111,127.6123611111111
1380,익산장수선 45.60k,전라북도 진안군 진안읍 물곡리,왕복4차선,한국도로공사,터널형,한국도로공사,35.77497777777778,127.47001111111112
1381,무안광주선 24.90k,전라남도 나주시 문평면 대도리,왕복4차선,한국도로공사,육교형,한국도로공사,35.076800000000006,126.63876111111112
1382,무안광주선 16.94k,전라남도 함평군 학교면 마산리,왕복4차선,한국도로공사,터널형,한국도로공사,35.05775277777777,126.55599722222222
1383,중부내륙선 182.70k,경상북도 문경시 문경읍 마원2리,왕복4차선,한국도로공사,육교형,한국도로공사,36.717525,128.1036638888889
1384,청주상주선 76.21k,경상북도 상주시 낙동면 운평리,왕복4차선,한국도로공사,터널형,한국도로공사,36.37163611111111,128.1977611111111
1385,청주상주선 59.66k,경상북도 상주시 내서면 고곡리,왕복4차선,한국도로공사,터널형,한국도로공사,36.426091666666665,128.04391666666666
1386,청주상주선 57.67k,경상북도 상주시 내서면 서원리,왕복4차선,한국도로공사,터널형,한국도로공사,36.429066666666664,128.02285833333335
1387,중부내륙선 146.90k,경상북도 상주시 헌신동,왕복4차선,한국도로공사,육교형,한국도로공사,36.42905,128.21369166666665
1388,대구포항선 27.90k,경상북도 영천시 매산동,왕복6차선,한국도로공사,육교형,한국도로공사,36.03030555555556,128.90836666666667
1389,대구포항선 19.40k,경상북도 영천시 청통면 신덕리,왕복6차선,한국도로공사,육교형,한국도로공사,35.97745441798242,128.84165761722247
1390,대구포항선 33.70k,경상북도 영천시 화남면 죽곡리,왕복6차선,한국도로공사,육교형,한국도로공사,36.05353333333333,128.96394166666664
1391,대구포항선 56.80k,경상북도 포항시 북구 기계면 지가리,왕복6차선,한국도로공사,육교형,한국도로공사,36.08315555555556,129.1951777777778
1392,중부선 46.76k,경상남도 진주시 정촌면 화개리,왕복4차선,한국도로공사,터널형,한국도로공사,35.134433333333334,128.11195277777776
1393,중부선 28.76k,경상남도 고성군 대가면 송계리,왕복4차선,한국도로공사,양서 파충류 통로,한국도로공사,35.049905555555554,128.26966111111113
1394,중부선 29.03k,경상남도 고성군 대가면 송계리,왕복4차선,한국도로공사,양서 파충류 통로,한국도로공사,35.05128333333333,128.26707222222223
1395,호남선 187.90k(원수육교),전라북도 익산시 여산면 원수리,왕복8차선,한국도로공사,육교형,한국도로공사,36.02593888888889,127.10312499999999
1396,순천완주선 49.98k(송내육교),전라북도 남원시 송동면 송내리,왕복4차선,한국도로공사,육교형,한국도로공사,35.13837777777778,126.74784166666667
1397,영암순천선 30.36k(토마육교),전라남도 강진군 작천면 토마리,왕복4차선,한국도로공사,육교형,한국도로공사,34.679837986148485,126.82820584403359
1398,평택제천선 70.17k,충청북도 음성군 금왕읍 용계리,왕복4차선,한국도로공사,터널형,한국도로공사,36.97694444444445,127.59891666666667
1399,평택제천선 78.47k,충청북도 충주시 신니면 모남리,왕복4차선,한국도로공사,터널형,한국도로공사,37.009083333333336,127.67963888888889
1400,평택제천선 27.40k,경기도 안성시 원곡면 반제리,왕복4차선,한국도로공사,터널형,한국도로공사,37.04315,127.28428333333333
1401,청주상주선 28.41k,충청북도 보은군 보은읍 지산리,왕복4차선,한국도로공사,터널형,한국도로공사,36.45991111111111,127.70766111111111
1402,평택제천선 55.89k,충청북도 진천군 이월면 내촌리,왕복4차선,한국도로공사,양서 파충류 통로,한국도로공사,36.94533333333333,127.45194444444445
1403,서천공주선 25.70k,충청남도 부여군 구룡면 현암리,왕복4차선,한국도로공사,터널형,한국도로공사,36.26558333333333,126.80360833333333
1404,무안광주선 21.60k,전라남도 나주시 문평면 송산리,왕복4차선,한국도로공사,터널형,한국도로공사,35.068713888888894,126.6052
1405,청주상주선 70.08k,경상북도 상주시 가장동,왕복4차선,한국도로공사,양서 파충류 통로,한국도로공사,36.36940277777778,128.13386944444443
1406,청주상주선 65.85k,경상북도 상주시 내서면 능암리,왕복4차선,한국도로공사,양서 파충류 통로,한국도로공사,36.39349444444444,128.09676666666667
1407,청주상주선 62.97k,경상북도 상주시 내서면 신촌리,왕복4차선,한국도로공사,양서 파충류 통로,한국도로공사,36.40714166666667,128.07202777777778
1408,남해선 79.20k,경상남도 진주시 문산읍 상문리,왕복8차선,한국도로공사,터널형,한국도로공사,35.18139166666666,128.19641666666666
1409,남해선 86.17k,경상남도 진주시 지수면 금곡리,왕복8차선,한국도로공사,터널형,한국도로공사,35.20907777777778,128.25931944444446
1410,남해선 87.10k,경상남도 진주시 지수면 금곡리,왕복8차선,한국도로공사,터널형,한국도로공사,35.21335555555556,128.26290555555556
1411,남해선 93.04k,경상남도 함안군 군북면 박곡리,왕복8차선,한국도로공사,터널형,한국도로공사,35.264722222222225,128.27906944444445
1412,남해선 93.30k,경상남도 함안군 군북면 박곡리,왕복8차선,한국도로공사,터널형,한국도로공사,35.26951666666667,128.2814888888889
1413,영암순천선 12.65k,전라남도 영암군 학산면 상월리,왕복왕복4차선차선,한국도로공사,터널형,한국도로공사,34.713675,126.6366138888889
1414,영암순천선 12.94k,전라남도 영암군 학산면 상월리,왕복왕복4차선차선,한국도로공사,터널형,한국도로공사,34.713675,126.6366138888889
1415,영암순천선 66.69k,전라남도 보성군 겸백면 남양리,왕복4차선,한국도로공사,터널형,한국도로공사,34.80760833333333,127.15793888888889
1416,하늘공원 진입로_2,울산광역시 울주군 삼동면 조일리,왕복2차선,울산광역시 울주군,육교형,울산광역시,35.4775,129.13250000000002
1417,용두생태터널,충청남도 아산시 탕정면 용두리 산22(아산시 충무로 72번길 13),왕복6차선,예산국토관리사무소,육교형,대전지방국토관리청,36.817211111111114,127.04866111111112
1419,신양생태통로,충청남도 예산군 신양면 대덕리 370-1,왕복4차선,충청남도 종합건설사업소 홍성지소,육교형,대전지방국토관리청,37.28888888888889,127.41083333333334
1420,평택제천선 84.20k,충청북도 충주시 신니면 화석리,왕복4차선,한국도로공사,터널형,한국도로공사,37.031777777777776,127.72919444444445
